CODIGO_E4E;CODIGO_EC;DESC;CONTRATISTA;UNIDAD;DISPERSION;GM
NF0175;SHO144;T0 - RECONSTRUCCIÓN O REPOSICIÓN DE CÉSPED EN JARDINES;JA10136439;m2;T0;LELE0502
NF0176;SHO145;T0 - RECONSTRUCCIÓN O REPARACIÓN VEREDA O ANDÉN ESPECIAL (REPOSICIÓN BALDOSA ESPECIAL (TIPO FULGET-ADOCRET CERÁMICOS ETC.));JA10136439;m2;T0;LELE0502
NF0177;SHO146;T0 - RECONSTRUCCIÓN DE VEREDA (ANDEN) EN CONCRETO A LA VISTA DE HASTA 15 CM DE ESPESOR HASTA 210 KG/CM2;JA10136439;m2;T0;LELE0502
NF0178;SHO147;T0 - RECONSTRUCCIÓN DE CALZADA EN ASFALTO.;JA10136439;m2;T0;LELE0502
NF0179;SHO148;T0 - RECONSTRUCCIÓN O REPOSICION DE PAVIMENTO HORMIGÓN  MAYOR A 250 HASTA 300 KG/CM2 ESPESOR DE 0,20 M PARA CALZADAS;JA10136439;m2;T0;LELE0502
NF0180;SHO149;T0 - RECONSTRUCCIÓN O REPOSICIÓN DE PAVIMENTO HORMIGÓN FAST TRACK 24 HORAS (SECADO 24 HORAS), ESPESOR DE 0,20 M Y DUREZA MAYOR A 200 KG/CM2;JA10136439;m2;T0;LELE0502
NF0181;SHO150;T0 - DEMARCACIÓN VIAL;JA10136439;m2;T0;LELE0502
NF0182;SHO151;T0 - CONSTRUCCIÓN DE CAMARA O CAJA DE INSPECCIÓN TIPO CALZADA (VEHICULAR) CON MARCO Y TAPA CIRCULAR EN HORMIGÓN ARMADO;JA10136439;m2;T0;LELE0502
NF0183;SHO152;T0 - CONSTRUIR CAMARA O CAMARILLA EN VEREDA DE MANPOSTERIA, ALBAÑILERÍA PARA MT O BT;JA10136439;m2;T0;LELE0502
NF0184;SHO153;T0 - CONSTRUIR CAMARA O CAMARILLA EN VEREDA DE HORMIGÓN ARMADO PARA MT O BT;JA10136439;m2;T0;LELE0502
NF0185;SHO154;T0 - EXCAVACIÓN Y MOVIMIENTO DE TIERRA CALICATA DE INSPECCIÓN (APIQUE);JA10136439;m3;T0;LELE0502
NF0186;SHO155;T0 - CAMBIO O NIVELADO DE MARCO Y TAPA DE CAMARA;JA10136439;Unidad;T0;LELE0502
NF0187;SHO156;T0 - MANTENIMIENTO MENOR DE CAMARA;JA10136439;Cámara;T0;LELE0502
NF0188;SHO157;T0 - INSPECCION CAMARAS SUBTERRANEAS;JA10136439;Cámara;T0;LELE0502
NF0189;SHO159;T0 - MANTENIMIENTO INTEGRAL A CAMARA DE BT;JA10136439;Cámara;T0;LELE0502
NF0190;SHO160;T0 - MANTENIMIENTO INTEGRAL  A CAMARA O BÓVEDA DE MT;JA10136439;Cámara;T0;LELE0502
NF0191;SHO161;T0 - EXTRACCION AGUA EN CAMARAS Y BOVEDAS ;JA10136439;Cámara;T0;LELE0502
NF0192;SHO162;T0 - EXCAVACIÓN PARA EMPALME SUBTERRÁNEO EN VEREDA DE CONCRETO O ASFALTO;JA10136439;Unidad;T0;LELE0502
NF0193;SHO163;T0 - SELLADO DUCTOS EN CAMARA O CAMARILLA (POR DUCTO);JA10136439;Unidad;T0;LELE0502
NF0194;SHO168;T0 - EXCAVACIÓN PARA EMPALME SUBTERRÁNEO EN TERRIZO;JA10136439;Unidad;T0;LELE0502
NF0195;SHO169;T0 - REALIZAR TÚNEL LINER;JA10136439;m;T0;LELE0502
NF0196;SHO170;T0 - INSTALACION CAMARA MT PREFABRICADA;JA10136439;Unidad;T0;LELE0502
NF0197;SHO171;T0 - INSPECCION CAMARILLAS SUBTERRANEAS;JA10136439;Unidad;T0;LELE0502
NF0198;SHO172;T0 - RECONSTRUCCIÓN O REPOSICIÓN DE PAVIMENTO HORMIGÓN 200 A 250 KG/CM2 Y ESPESOR MAYOR DE 0,20 M Y HASTA 0,30 M PARA CALZADA;JA10136439;m2;T0;LELE0502
NF0199;SHO201;T0 - EXCAVACIÓN PARA CAMARA O BOVEDA, NIVELACIÓN, COMPACTADO DE SUB BASE.;JA10136439;m3;T0;LELE0502
NF0200;SHO203;T0 - CONSTRUCCIÓN EN ALBAÑILERIA;JA10136439;m2;T0;LELE0502
NF0201;SHO206;T0 - DEMOLER MANPOSTERIA, ALBAÑILERÍA, PAVIMENTO, CAMARA, BÓVEDA;JA10136439;m2;T0;LELE0502
NF0202;SHO219;T0 - COLOCACIÓN O PINTADO DE CODIGOS IDENTIFICATIVOS;JA10136439;Unidad;T0;LELE0502
NF0203;SHO220;T0 - SUMINISTRO E INSTALACIÓN DE ELEMENTOS ANTIINCENDIOS;JA10136439;Unidad;T0;LELE0502
NF0204;SCO302;T0 - RETIRO DE RED  SUBTERRÁNEA DE TELECOMUNICACIONES  POR METRO LINEAL DE RED.;JA10136439;m de red;T0;LELE0502
NF0205;SCO315;T0 - SONDEO Y COLOCACIÓN DE HILO GUÍA EN DUCTOS LIBRES;JA10136439;m;T0;LELE0502
NF0206;SCO406;T0 - IBT VERIFICACIÓN DEL VÍNCULO CLIENTE RED SUBTERRÁNEO;JA10136439;Unidad;T0;LELE0502
NF0207;SHO316;T0 - INSTALACIÓN DE APOYO DE CABLES EN CAMARA 1 CIRCUITO BT (TRES FASES Y NEUTRO);JA10136439;Conjunto;T0;LELE0502
NF0208;SHO317;T0 - INSTALACIÓN DE APOYO DE CABLES EN CAMARA 2 CIRCUITOS BT (TRES FASES Y NEUTRO);JA10136439;Conjunto;T0;LELE0502
NF0209;SHO318;T0 - INSTALACIÓN DE APOYOS DE CABLES EN CAMARA 1 CIRCUITOS MT (COBRE O ALUMINIO, TRES FASES)  ;JA10136439;Conjunto;T0;LELE0502
NF0210;SHO319;T0 - INSTALACIÓN DE APOYOS DE CABLES EN CAMARA 2 CIRCUITOS MT (COBRE O ALUMINIO, TRES FASES)  ;JA10136439;Conjunto;T0;LELE0502
NF0211;SHO320;T0 - ADECUAR O READECUAR POSICIÓN DE CABLES MT O BT EN CAMARA (TRES FASES Y NEUTRO SI CORRESPONDE);JA10136439;Cámara;T0;LELE0502
NF0212;SHO321;T0 - INSTALAR LAS TRES FASES DE CABLE MONOPOLAR DE HASTA 120 MM2 (COBRE O ALUMINIO) MT EN DUCTO;JA10136439;m;T0;LELE0502
NF0213;SHO322;T0 - INSTALAR LAS TRES FASES DE CABLE MONOPOLAR MAYOR A 120 HASTA 300 MM2 (COBRE O ALUMINIO) MT EN DUCTO;JA10136439;m;T0;LELE0502
NF0214;SHO323;T0 - RETIRAR LAS TRES FASES DE CABLES MONOPOLARES MAYOR A 120 HASTA 300 MM2 (COBRE O ALUMINIO) MT EN DUCTO;JA10136439;m;T0;LELE0502
NF0215;SHO324;T0 - RETIRO  LAS TRES FASES CABLE MONOPOLAR DE HASTA 120 MM2 (COBRE O ALUMINIO) MT EN DUCTO;JA10136439;m;T0;LELE0502
NF0216;SHO325;T0 - INSTALACIÓN O REEMPLAZO DE UNA FASE DE CABLE MONOPOLAR DE CUALQUIER SECCIÓN (COBRE O ALUMINIO) DE MT  EN DUCTO;JA10136439;m;T0;LELE0502
NF0217;SHO326;T0 - INSTALAR CABLE TRIPOLAR MENOR A 120 MM2 (COBRE O ALUMINIO) MT EN DUCTO;JA10136439;m;T0;LELE0502
NF0218;SHO327;T0 - INSTALAR CABLE TRIPOLAR MAYOR A 120 MM2 (COBRE O ALUMINIO) MT EN DUCTO;JA10136439;m;T0;LELE0502
NF0219;SHO328;T0 - RETIRAR CABLE TRIPOLAR MAYOR A 120 MM2 (COBRE O ALUMINIO) MT EN DUCTO;JA10136439;m;T0;LELE0502
NF0220;SHO329;T0 - RETIRAR CABLE TRIPOLAR MENOR A 120 MM2 (COBRE O ALUMINIO) MT EN DUCTO;JA10136439;m;T0;LELE0502
NF0221;SHO330;T0 - INSTALAR LAS TRES FASES DE CABLE MONOPOLAR DE HASTA 300 MM2 (COBRE O ALUMINIO) DE MT EN TIERRA  MT;JA10136439;m;T0;LELE0502
NF0222;SHO331;T0 - INSTALAR LAS TRES FASES CABLE MONOPOLAR MAYOR A 300 MM2  (COBRE O ALUMINIO) DE MT DIRECTAMENTE EN TIERRA MT;JA10136439;m;T0;LELE0502
NF0223;SHO332;T0 - RETIRAR  LAS TRES FASES CABLE MONOPOLAR (COBRE O ALUMINIO) DE MT EN TIERRA CUALQUIER SECCIÓN;JA10136439;m;T0;LELE0502
NF0224;SHO333;T0 - INSTALAR LAS TRES FASES DE CABLE MONOPOLAR DE HASTA 120 MM2 (COBRE O ALUMINIO) BT EN DUCTO;JA10136439;m;T0;LELE0502
NF0225;SHO334;T0 - INSTALAR LAS TRES FASES DE CABLE MONOPOLAR MAYOR A 120 MM2 (COBRE O ALUMINIO) BT EN DUCTO;JA10136439;m;T0;LELE0502
NF0226;SHO335;T0 - RETIRAR LAS TRES FASES DE CABLES MONOPOLARES MAYOR A 120 MM2 (COBRE O ALUMINIO) BT EN DUCTO;JA10136439;m;T0;LELE0502
NF0227;SHO336;T0 - RETIRO  LAS TRES FASES CABLE MONOPOLAR DE HASTA 120 MM2 (COBRE O ALUMINIO) BT EN DUCTO;JA10136439;m;T0;LELE0502
NF0228;SHO337;T0 - INSTALACIÓN O REEMPLAZO DE UNA FASE DE CABLE MONOPOLAR DE CUALQUIER SECCIÓN (COBRE O ALUMINIO) DE BT  EN DUCTO;JA10136439;m;T0;LELE0502
NF0229;SHO338;"T0 - INSTALAR CABLE TRIPOLAR/TETRAPOLAR MENOR A 120 MM2 (COBRE O ALUMINIO) BT EN DUCTO
";JA10136439;m;T0;LELE0502
NF0230;SHO339;T0 - INSTALAR CABLE TRIPOLAR/TETRAPOLAR MAYOR A 120 MM2 (COBRE O ALUMINIO) BT EN DUCTO;JA10136439;m;T0;LELE0502
NF0231;SHO340;T0 - RETIRAR CABLE TRIPOLAR/TETRAPLOAR MAYOR A 120 MM2 (COBRE O ALUMINIO) BT EN DUCTO (x 100);JA10136439;m;T0;LELE0502
NF0232;SHO341;T0 - RETIRAR CABLE TRIPOLAR/TETRAPOLAR MENOR A 120 MM2 (COBRE O ALUMINIO) BT EN DUCTO (x100);JA10136439;m;T0;LELE0502
NF0233;SHO342;T0 - INSTALAR LAS TRES FASES DE CABLE MONOPOLAR O CONDUCTOR TETRAPOLAR DE HASTA 120 MM2 (COBRE O ALUMINIO) DIRECTAMENTE EN TIERRA BT;JA10136439;m;T0;LELE0502
NF0234;SHO343;T0 - INSTALAR LAS TRES FASES CABLE MONOPOLAR O CONDUCTOR TETRAPOLAR MAYOR A 120 MM2  (COBRE O ALUMINIO) DIRECTAMENTE EN TIERRA BT;JA10136439;m;T0;LELE0502
NF0235;SHO344;T0 - RETIRO LAS TRES FASES CABLE MONOPOLAR O CONDUCTOR TETRAPOLAR  (COBRE O ALUMINIO) DE BT EN TIERRA CUALQUIER SECCIÓN;JA10136439;m;T0;LELE0502
NF0236;SHO345;T0 - PRUEBAS DE CABLES MT O BT (SEGÚN CORRESPONDA);JA10136439;Global;T0;LELE0502
NF0237;SHO346;T0 - INSTALACIÓN DE BARRAJE PREFORMADO PARA BT/MT/AP EN CAMARAS DE INSPECCIÓN;JA10136439;Unidad;T0;LELE0502
NF0238;SHO347;T0 - RETIRO DE BARRAJE PREFORMADO PARA M.T. O B.T.O AP EN CAMARAS DE INSPECCIÓN;JA10136439;Unidad;T0;LELE0502
NF0239;SHO348;T0 - MANTENIMIENTO MENOR EN LA RED SUBTERRÁNEA;JA10136439;m;T0;LELE0502
NF0240;SHO349;T0 - REALIZAR MUFA RECTA (UNIÓN RECTA O EMPALME) EN CABLES BT MONOPOLARES (TRES FASES Y NEUTRO);JA10136439;Unidad;T0;LELE0502
NF0241;SHO350;T0 - REALIZAR MUFA RECTA SIMPLE (UNIÓN RECTA O EMPALME) EN CABLES BT MONOPOLARES (UNA FASE O NEUTRO);JA10136439;Unidad;T0;LELE0502
NF0242;SHO351;T0 - REALIZAR MUFA DERIVACIÓN  (UNIÓN DERIVACIÓN O EMPALME CON DERIVACIÓN) EN CABLES BT MONOPOLARES. TRES FASES Y NEUTRO SI CORRESPONDE;JA10136439;Conjunto;T0;LELE0502
NF0243;SHO352;T0 - REALIZAR MUFA DERIVACIÓN SIMPLE (UNIÓN DERIVACIÓN O EMPALME CON DERIVACIÓN) EN CABLES BT MONOPOLARES (UNA FASE O NEUTRO);JA10136439;Unidad;T0;LELE0502
NF0244;SHO353;T0 - REALIZAR MUFA RECTA (UNIÓN RECTA O EMPALME) EN CABLES MT MONOPOLARES. TRES FASES;JA10136439;Conjunto;T0;LELE0502
NF0245;SHO354;T0 - REALIZAR MUFA RECTA SIMPLE (UNIÓN RECTA O EMPALME) EN CABLES MT MONOPOLARES. UNA FASE;JA10136439;Unidad;T0;LELE0502
NF0246;SHO355;T0 - REALIZAR MUFA DERIVACIÓN  (UNIÓN DERIVACIÓN O EMPALME CON DERIVACIÓN) EN CABLES MT MONOPOLARES. TRES FASES;JA10136439;Conjunto;T0;LELE0502
NF0247;SHO356;T0 - REALIZAR MUFA DERIVACIÓN  (UNIÓN DERIVACIÓN O EMPALME CON DERIVACIÓN) EN CABLES MT MONOPOLARES. UNA FASE;JA10136439;Unidad;T0;LELE0502
NF0248;SHO359;T0 - INSTALAR INDICADORES DE FALLA SUBTERRÁNEOS;JA10136439;Unidad;T0;LELE0502
NF0249;SHO360;T0 - INSTALACIÓN O RETIRO DE PORTA FUSIBLES SUBTERRÁNEOS  MT;JA10136439;Unidad;T0;LELE0502
NF0250;SHO362;T0 - INSTALAR O RETIRAR SECCIONADOR TRIFÁSICO SUBTERRANEO BT  ;JA10136439;Unidad;T0;LELE0502
NF0251;SHO364;T0 - INSTALAR EQUIPO MANIOBRA EN MEDIA TENSIÓN SUBTERRANEA;JA10136439;Unidad;T0;LELE0502
NF0252;SHO365;T0 - RETIRAR EQUIPO MANIOBRA EN MEDIA TENSIÓN SUBTERRANEA;JA10136439;Unidad;T0;LELE0502
NF0253;SHO369;T0 - INSTALACIÓN O RETIRO DE PORTA FUSIBLES SUBTERRÁNEOS BT;JA10136439;Unidad;T0;LELE0502
NF0254;SCO316;T0 - INSTALACIÓN O RETIRO DE UN FUSIBLE SUBTERRÁNEO EN MT;JA10136439;Unidad;T0;LELE0502
NF0255;SHO371;T0 - RETIRAR MUFA DE UNION RECTA, DERIVACIÓN O TERMINAL EN CABLES MT - TRES FASES;JA10136439;Unidad;T0;LELE0502
NF0256;SHO372;T0 - INSTALACIÓN DE UN TERMINAL EN CABLES EN BT;JA10136439;Unidad;T0;LELE0502
NF0257;SHO373;T0 - INSTALACION  BANDEJA PORTACABLE;JA10136439;m;T0;LELE0502
NF0258;SHO374;T0 - INSTALAR LAS TRES FASES DE CABLE MONOPOLAR MAYOR A 300 MM2 (COBRE O ALUMINIO) MT EN DUCTO;JA10136439;m;T0;LELE0502
NF0259;SHO375;T0 - RETIRO LAS TRES FASES DE CABLE MONOPOLAR MAYOR A 300 MM2 (COBRE O ALUMINIO) MT EN DUCTO;JA10136439;Unidad;T0;LELE0502
NF0260;SHO376;T0 - PASO AÉREO SUBTERRÁNEO MT;JA10136439;Conjunto;T0;LELE0502
NF0261;SHO377;T0 - PASO AÉREO SUBTERRÁNEO BT;JA10136439;Conjunto;T0;LELE0502
NF0262;SHO378;T0 - RETIRO DE PASO AÉREO SUBTERRÁNEO MT;JA10136439;Unidad;T0;LELE0502
NF0263;SHO379;T0 - RETIRO DE PASO AÉREO SUBTERRÁNEO BT;JA10136439;Unidad;T0;LELE0502
NF0264;SHO380;T0 - PRUEBAS DE CABLES MT O BT - EQUIPO APORTADO POR EL CONTRATISTA;JA10136439;Unidad;T0;LELE0502
NF0265;SCO401;T0 - INSTALACIÓN, SUSTITUCIÓN O RETIRO  DE TAPA PARA CAJA DE INSPECCIÓN SENCILLA, DOBLE O TRIPLE.;JA10136439;Unidad;T0;LELE0502
NF0266;SHO426;T0 - INSTALACIÓN DE UN SECCIONADOR SUBTERRANEO  (CUCHILLAS, FUSIBLES, LLAVES FACA);JA10136439;Unidad;T0;LELE0502
NF0267;SHO427;T0 - RETIRO DE UN SECCIONADOR SUBTERRANEO  (CUCHILLAS, FUSIBLES, LLAVES FACA);JA10136439;Unidad;T0;LELE0502
NF0268;SHO430;T0 - INSTALACIÓN PLACA O MARCAS DE LADOS PARA EQUIPOS O POSTES;JA10136439;Unidad;T0;LELE0502
NF0269;SHO436;T0 - SUPLEMENTO MAQUINARIA ESPECIAL INSTALACIÓN TRANSFORMADOR INTERIOR DE EDIFICIO;JA10136439;Global;T0;LELE0502
NF0270;SHO437;T0 - INSTALACION BYPASS MOVIL;JA10136439;Unidad;T0;LELE0502
NF0271;SCO301;T0 - LEVANTAMIENTO CATASTRAL DE LA RED DE TELECOMUNICACIONES SUBTERRANEA (PARABÓLICAS, TELEFONÍA VOZ Y DATOS) COMPARTIDA CON INFRAESTRUCTURA DE CODENSA. S.A.E.S.P. POR POSTE.;JA10136439;Estructura;T0;LELE0502
NF0272;SHO602;T0 - PAGO ADICIONAL POR TRABAJOS RELIZADOS EN HORARIO NOCTURNO O EN DIAS FESTIVOS;JA10136439;Puntos;T0;LELE0502
NF0273;SHO605;T0 - OPERACIÓN EN EQUIPOS MT DE DISTRIBUCIÓN SUBTERRÁNEA;JA10136439;Unidad;T0;LELE0502
NF0274;SHO607;T0 - APERTURA Y CIERRE DE UD DESARMABLE, TRES FASES (CTO);JA10136439;Unidad;T0;LELE0502
NF0275;SHO608;T0 - CORTE O REPOSICIÓN DE SERVICIO EN MT ;JA10136439;Unidad;T0;LELE0502
NF0276;SHO610;T0 - AVISAJE SIN ACUSE;JA10136439;Unidad;T0;LELE0502
NF0277;SHO611;T0 - AVISAJE CON ACUSE;JA10136439;Unidad;T0;LELE0502
NF0278;SHO618;T0 - INSPECCION PREVIA DE DESCARGOS  REDES SUBTERRÁNEAS (ZONAS DE DESCONEXIÓN PROGRAMADA);JA10136439;Unidad;T0;LELE0502
NF0279;SHO619;T0 - EFECTUAR HERMETISMO PROTECTORES NETWORK;JA10136439;Unidad;T0;LELE0502
NF0280;SHO620;T0 - REVISIÓN Y MEDICIÓN TIERRAS DE SERVICIO;JA10136439;Unidad;T0;LELE0502
NF0281;CHO112;T0 - CORTE MONOFÁSICO EN POSTE;JA10136439;Unidad;T0;LEII0900
NF0282;CHO113;T0 - CORTE TRIFÁSICO EN POSTE;JA10136439;Unidad;T0;LEII0900
NF0283;CHO114;T0 - SUPLEMENTO CORTE  EN ALTURA (RED DAT/DAM);JA10136439;Unidad;T0;LEII0900
NF0284;CHO115;T0 - RETIRO DE ARRANQUES CLANDESTINOS;JA10136439;Unidad;T0;LEII0900
NF0285;CHO116;T0 - VISITA SIN ACTUACIÓN EN MOTO;JA10136439;Unidad;T0;LEII0900
NF0286;CHO117;T0 - REPOSICIÓN MONOFÁSICO EN CAJA DE MEDIDORES;JA10136439;Unidad;T0;LEII0900
NF0287;CHO118;T0 - REPOSICIÓN POLIFÁSICA EN CAJA DE MEDIDORES;JA10136439;Unidad;T0;LEII0900
NF0288;CHO119;T0 - REPOSICIÓN MONOFASICA O TRIFASICA EN TERMOMAGNÉTICO;JA10136439;Unidad;T0;LEII0900
NF0289;CHO122;T0 - REPOSICIÓN  EN POSTE MONOFASICA;JA10136439;Unidad;T0;LEII0900
NF0290;CHO123;T0 - REPOSICIÓN EN POSTE TRIFASICA;JA10136439;Unidad;T0;LEII0900
NF0291;CHO124;T0 - SUPLEMENTO REPOSICIÓN  EN ALTURA (RED DAT/DAM);JA10136439;Unidad;T0;LEII0900
NF0292;CHO125;T0 - REPOSICIÓN  EN CAMARA, CAJA DE REGISTRO O EMPALME SUBTERRANEO;JA10136439;Unidad;T0;LEII0900
NF0293;CHO126;T0 - CORTE EN CAMARA, CAJA DE REGISTRO O EMPALME SUBTERRANEO;JA10136439;Unidad;T0;LEII0900
NF0294;CHO127;T0 - CORTE MONOFÁSICO EN CAJA DE MEDIDORES;JA10136439;Unidad;T0;LEII0900
NF0295;CHO128;T0 - CORTE POLIFÁSICO EN CAJA DE MEDIDORES;JA10136439;Unidad;T0;LEII0900
NF0296;CHO129;T0 - CORTE MONOFÁSICO O TRIFÁSICO EN TERMOMAGNÉTICO;JA10136439;Unidad;T0;LEII0900
NF0297;CHO130;T0 - CORTE EN MEDICIÓN INDIRECTA;JA10136439;Unidad;T0;LEII0900
NF0298;CHO131;T0 - CORTE EN MEDIA o BAJA TENSIÓN CON RETIRO DE LA CONEXION;JA10136439;Unidad;T0;LEII0900
NF0299;CHO132;T0 - REPOSICIÓN MEDICIÓN INDIRECTA;JA10136439;Unidad;T0;LEII0900
NF0300;CHO133;T0 - REPOSICIÓN EN MEDIA TENSIÓN;JA10136439;Unidad;T0;LEII0900
NF0301;CCO201;T0 - MANTENIMIENTO TELEMEDICIÓN ;JA10136439;Unidad;T0;LEII0900
NF0302;CCO207;T0 - LEVANTAMIENTO DE INFORMACIÒN DE RED ALUMBRADO Y LUMINARIAS;JA10136439;Unidad;T0;LEII0900
NF0303;CCO208;T0 - VERIFICACIÓN DEL VÍNCULO CLIENTE RED AÉREO ;JA10136439;Unidad;T0;LEII0900
NF0304;CCO209;T0 - VERIFICACIÓN DEL VÍNCULO CLIENTE RED AÉREO PUNTUAL ;JA10136439;Unidad;T0;LEII0900
NF0305;CCO214;T0 - ICM LEVANTAMIENTO ZONA POR CENTRO DE DISTRIBUCIÓN;JA10136439;Unidad;T0;LEII0900
NF0306;CCO217;T0 - IBT VERIFICACIÓN DEL VÍNCULO CLIENTE RED SUBTERRÁNEO;JA10136439;Unidad;T0;LEII0900
NF0307;CCO236;T0 - VALIDACIÓN DE FUNCIONAMIENTO DE MEDIDA PARA QUE EL CLIENTE REALICE ADECUACIONES ;JA10136439;Unidad;T0;LEII0900
NF0308;CCO237;T0 - SUPLEMENTO TRABAJO EN ALTURA BT;JA10136439;Unidad;T0;LEII0900
NF0309;CCO238;T0 - INSPECCIÓN COMERCIAL  ESPECIAL OPERACIÓN LIVIANA;JA10136439;Unidad;T0;LEII0900
NF0310;CHO209;T0 - VERIFICACIÓN DE LECTURA;JA10136439;Unidad;T0;LEII0900
NF0311;CCO239;T0 - INSTALACIÓN O REPOSICIÓN DE UN FUSIBLE BT;JA10136439;Unidad;T0;LEII0900
NF0312;CHO220;T0 - INSTALACIÓN MEDICIÓN PROVISIONAL;JA10136439;Unidad;T0;LEII0900
NF0313;CHO221;T0 - RETIRADA MEDICIÓN PROVISIONAL;JA10136439;Unidad;T0;LEII0900
NF0314;CHO222;T0 - INSPECCIÓN  HURTO  MONOFASICA;JA10136439;Unidad;T0;LEII0900
NF0315;CHO223;T0 - INSPECCIÓN  HURTO  BIFASICA;JA10136439;Unidad;T0;LEII0900
NF0316;CHO224;T0 - INSPECCIÓN  HURTO  TRIFASICA;JA10136439;Unidad;T0;LEII0900
NF0317;CHO225;T0 - INSPECCIÓN HURTO EN MEDIDA  SEMIDIRECTA BT;JA10136439;Unidad;T0;LEII0900
NF0318;CHO226;T0 - SUPLEMENTO TRABAJO EN CAMPO DERIVADO DEL HURTO;JA10136439;Unidad;T0;LEII0900
NF0319;CHO227;T0 - SUPLEMENTO HURTOS CON PRESENCIA DE APOYO ADICIONAL;JA10136439;Unidad;T0;LEII0900
NF0320;CHO228;T0 - ANÁLISIS TÉCNICO DE CLIENTES EN OFICINA DERIVADO DEL HURTO;JA10136439;Unidad;T0;LEII0900
NF0321;CHO229;T0 - INSTALACIÓN O RETIRO DE MEDIDOR PARA BALANCE DE CARGAS;JA10136439;Unidad;T0;LEII0900
NF0322;CHO230;T0 - VERIFICACIÓN DE MEDIDA EN EMPALMES MONOFÁSICOS;JA10136439;Unidad;T0;LEII0900
NF0323;CHO231;T0 - VERIFICACIÓN DE MEDIDA EN EMPLAMES BIFÁSICOS;JA10136439;Unidad;T0;LEII0900
NF0324;CHO232;T0 - VERIFICACIÓN DE MEDIDA EN EMPALMES TRIFÁSICOS;JA10136439;Unidad;T0;LEII0900
NF0325;CHO233;T0 - VERIFICACIÓN DE MEDIDA EN MEDICIÓN INDIRECTA;JA10136439;Unidad;T0;LEII0900
NF0326;CHO235;T0 - INSPECCIÓN  HURTO  MONOFASICA CONCENTRADA.;JA10136439;Unidad;T0;LEII0900
NF0327;CHO237;T0 - INSPECCIÓN HURTO EN MEDIDA  INDIRECTA MT;JA10136439;Unidad;T0;LEII0900
NF0328;CHO250;T0 - DIAGNÓSTICO CALIDAD DEL SERVICIO;JA10136439;Unidad;T0;LEII0900
NF0329;CHO251;T0 - MANTENIMIENTO TELECONTROL Y TELEMEDICIÓN ;JA10136439;Unidad;T0;LEII0900
NF0330;CCO135;T0 - ACUERDO EN TUS MANOS MASIVO MOTO;JA10136439;Unidad;T0;LEII0900
NF0331;CCO136;T0 - ACUERDO EN TUS MANOS CAMIONETA;JA10136439;Unidad;T0;LEII0900
NF0332;CCO411;T0 - PERNOCTACIÓN;JA10136439;Unidad;T0;LEII0900
NF0333;CCO412;T0 - DILIGENCIAMIENTO DE FORMATOS ACTUALIZACIÓN HOJAS DE VIDA;JA10136439;Unidad;T0;LEII0900
NF0334;CCO413;T0 - DEFINICION DE MEDIDAS TÉCNICAS POR CLIENTE;JA10136439;Unidad;T0;LEII0900
NF0335;CHO134;T0 - VISITA SIN ACTUACIÓN EN VEHICULO;JA10136439;Unidad;T0;LEII0900
NF0336;CHO402;T0 - PAGO ADICIONAL POR TRABAJOS RELIZADOS EN HORARIO NOCTURNO O EN DIAS FESTIVOS;JA10136439;Puntos;T0;LEII0900
NF0337;CHO404;T0 - INSTALACIÓN SUSTITUCIÓN, INTERCALAR O RETIRADA DE  INTERRUPTOR TERMO MAGNÉTICO TRIFÁSICO MAYOR DE 100 A;JA10136439;Unidad;T0;LEII0900
NF0338;CHO405;T0 - INSTALACIÓN, SUSTITUCIÓN, INTERCALAR O RETIRADA DE  INTERRUPTOR TERMO MAGNÉTICO TRIFÁSICO DE 50 HASTA 100 A;JA10136439;Unidad;T0;LEII0900
NF0339;CHO406;T0 - AVISAJE SIN ACUSE;JA10136439;Unidad;T0;LEII0900
NF0340;CHO407;T0 - AVISAJE CON ACUSE;JA10136439;Unidad;T0;LEII0900
NF0341;CHO408;T0 - VISITA TÉCNICA PARA ATENCIÓN DE SOLICITUDES DE CLIENTES O FACTIBILIDADES DE SERVICIO.;JA10136439;Unidad;T0;LEII0900
NF0342;CHO409;T0 - INSTALACIÓN, SUSTITUCIÓN O RETIRADA DE  INTERRUPTOR TERMO MAGNÉTICO TRIFÁSICO HASTA 95 KW;JA10136439;Unidad;T0;LEII0900
NF0343;CHO410;T0 - INSTALACIÓN, SUSTITUCIÓN O RETIRADA DE  INTERRUPTOR TERMO MAGNÉTICO MONOFÁSICO;JA10136439;Unidad;T0;LEII0900
NF0344;CHO411;T0 - CONSTRUCCIÓN EN ALBAÑILERIA;JA10136439;m2;T0;LEII0900
NF0345;CHO412;T0 - ACTUALIZACIÓN CARTOGRAFICA DE LA RED.;JA10136439;Unidad;T0;LEII0900
NF0346;CHO437;T0 - REPARACIÓN EN ALBAÑILERIA;JA10136439;Unidad;T0;LEII0900
NF0347;CCO512;T0 - INSTALACION, CAMBIO O RETIRO DE CONECTOR TIPO RED;JA10136439;Conjunto;T0;LEII0900
NF0348;CCO529;T0 - ARMARIOS DE 5 HASTA 12  MEDIDORES (INCLUSIVE);JA10136439;Unidad;T0;LEII0900
NF0349;CCO530;T0 - ARMARIOS DE 13 A 24 MEDIDORES (INCLUSIVE);JA10136439;Unidad;T0;LEII0900
NF0350;CCO531;T0 - ARMARIOS DE 2 A 4 MEDIDORES (INCLUSIVE);JA10136439;Unidad;T0;LEII0900
